% Daily baseline values on the 12 scale
% Created 11-May-2023 12:02:58
%
% The CO2 data here are daily baseline averages.  The file contains all
% valid readings, with missing values denoted by NaN.  The data used to
% calculate the daily averages have been screened to eliminate local
% influences, such as the impacts of downslope vegetation or volcanic
% fumaroles, on the record.
%
% We provide these data primarily for the users interested in subweekly or
% finer-scale variability. For users interested primarily in longer-term
% variability, we recommend using standard weekly or monthly products which
% are more authoritative on these longer time scales.  The standard weekly
% and monthly products are located at:
%
% http://scrippsco2.ucsd.edu/data/atmospheric_co2/
%
% Further details on these this high resolution dataset can be found in the
% technical report:
%
% Walker, S. J., R. F. Keeling and S. C. Piper
% (2016). Reconstruction of the Mauna Loa Carbon Dioxide Record using
% High Frequency APC Data from 1958 through 2004. La Jolla, California,
% Scripps Institution of Oceanography: 1-17.
%
%
% Yr    - Year
% Mn    - Month
% Dy    - Day
% CO2   - CO2 baseline value
% NB    - Number of hourly averages in the baseline
% scale - Calibration scale code
%
% Yr, Mn, Dy,    CO2, NB, scale
1991, 08, 05, 354.44,  8, 12.0
1991, 08, 06, 354.12,  9, 12.0
1991, 08, 07,    NaN,  0, 12.0
1991, 08, 08, 354.54,  9, 12.0
1991, 08, 09, 354.85,  9, 12.0
1991, 08, 10,    NaN,  0, 12.0
1991, 08, 11, 354.37,  6, 12.0
1991, 08, 12,    NaN,  0, 12.0
1991, 08, 13,    NaN,  0, 12.0
1991, 08, 14,    NaN,  0, 12.0
1991, 08, 15,    NaN,  0, 12.0
1991, 08, 16,    NaN,  0, 12.0
1991, 08, 17,    NaN,  0, 12.0
1991, 08, 18,    NaN,  0, 12.0
1991, 08, 19,    NaN,  0, 12.0
1991, 08, 20,    NaN,  0, 12.0
1991, 08, 21,    NaN,  0, 12.0
1991, 08, 22,    NaN,  0, 12.0
1991, 08, 23, 353.34,  2, 12.0
1991, 08, 24, 353.06, 11, 12.0
1991, 08, 25, 352.74,  7, 12.0
1991, 08, 26, 352.46, 11, 12.0
1991, 08, 27, 352.47,  2, 12.0
1991, 08, 28,    NaN,  0, 12.0
1991, 08, 29,    NaN,  0, 12.0
1991, 08, 30, 353.16,  9, 12.0
1991, 08, 31, 353.01,  9, 12.0
1991, 09, 01, 353.14,  1, 12.0
1991, 09, 02, 353.18,  9, 12.0
1991, 09, 03, 352.23,  4, 12.0
1991, 09, 04, 352.51,  5, 12.0
1991, 09, 05, 353.22,  8, 12.0
1991, 09, 06,    NaN,  0, 12.0
1991, 09, 07,    NaN,  0, 12.0
1991, 09, 08,    NaN,  0, 12.0
1991, 09, 09, 352.85,  4, 12.0
1991, 09, 10, 352.46, 16, 12.0
1991, 09, 11, 352.15,  6, 12.0
1991, 09, 12, 351.51, 11, 12.0
1991, 09, 13, 351.94, 16, 12.0
1991, 09, 14, 351.74, 15, 12.0
1991, 09, 15, 351.74, 13, 12.0
1991, 09, 16, 351.73,  8, 12.0
1991, 09, 17, 351.78,  7, 12.0
1991, 09, 18, 351.49, 11, 12.0
1991, 09, 19, 351.08,  5, 12.0
1991, 09, 20, 351.67,  8, 12.0
1991, 09, 21, 351.61,  1, 12.0
1991, 09, 22, 351.71,  7, 12.0
1991, 09, 23,    NaN,  0, 12.0
1991, 09, 24,    NaN,  0, 12.0
1991, 09, 25,    NaN,  0, 12.0
1991, 09, 26,    NaN,  0, 12.0
1991, 09, 27,    NaN,  0, 12.0
1991, 09, 28,    NaN,  0, 12.0
1991, 09, 29,    NaN,  0, 12.0
1991, 09, 30,    NaN,  0, 12.0
1991, 10, 01,    NaN,  0, 12.0
1991, 10, 02, 351.61,  6, 12.0
1991, 10, 03, 351.28, 11, 12.0
1991, 10, 04, 351.70,  8, 12.0
1991, 10, 05, 351.53, 13, 12.0
1991, 10, 06, 351.68, 15, 12.0
1991, 10, 07, 351.82,  7, 12.0
1991, 10, 08, 351.24, 13, 12.0
1991, 10, 09, 351.07,  1, 12.0
1991, 10, 10, 352.09, 12, 12.0
1991, 10, 11, 351.98, 20, 12.0
1991, 10, 12, 351.86, 11, 12.0
1991, 10, 13, 352.16, 12, 12.0
1991, 10, 14, 352.04,  5, 12.0
1991, 10, 15,    NaN,  0, 12.0
1991, 10, 16,    NaN,  0, 12.0
1991, 10, 17,    NaN,  0, 12.0
1991, 10, 18, 352.28,  1, 12.0
1991, 10, 19, 352.25, 11, 12.0
1991, 10, 20, 352.51,  4, 12.0
1991, 10, 21, 352.27, 15, 12.0
1991, 10, 22, 352.45, 20, 12.0
1991, 10, 23, 352.42, 13, 12.0
1991, 10, 24, 352.54, 10, 12.0
1991, 10, 25, 352.63,  2, 12.0
1991, 10, 26, 352.87,  5, 12.0
1991, 10, 27, 351.53,  8, 12.0
1991, 10, 28, 352.31,  6, 12.0
1991, 10, 29, 352.62,  4, 12.0
1991, 10, 30,    NaN,  0, 12.0
1991, 10, 31,    NaN,  0, 12.0
1991, 11, 01, 353.02,  3, 12.0
1991, 11, 02, 353.09,  6, 12.0
1991, 11, 03,    NaN,  0, 12.0
1991, 11, 04, 353.33,  8, 12.0
1991, 11, 05, 353.99,  3, 12.0
1991, 11, 06, 353.67, 15, 12.0
1991, 11, 07, 353.71, 22, 12.0
1991, 11, 08, 353.45, 22, 12.0
1991, 11, 09, 353.31,  8, 12.0
1991, 11, 10, 353.56, 19, 12.0
1991, 11, 11, 353.69,  7, 12.0
1991, 11, 12, 353.64,  5, 12.0
1991, 11, 13, 353.72,  3, 12.0
1991, 11, 14, 353.27,  6, 12.0
1991, 11, 15, 353.33, 22, 12.0
1991, 11, 16, 353.30, 14, 12.0
1991, 11, 17, 353.36, 22, 12.0
1991, 11, 18, 353.29, 15, 12.0
1991, 11, 19, 353.34, 13, 12.0
1991, 11, 20, 353.73,  4, 12.0
1991, 11, 21, 353.50,  8, 12.0
1991, 11, 22, 353.62, 17, 12.0
1991, 11, 23, 353.70, 22, 12.0
1991, 11, 24, 353.64, 17, 12.0
1991, 11, 25, 353.52, 21, 12.0
1991, 11, 26, 353.51,  9, 12.0
1991, 11, 27, 353.81,  7, 12.0
1991, 11, 28, 354.01,  5, 12.0
1991, 11, 29, 354.16, 14, 12.0
1991, 11, 30, 354.22, 10, 12.0
1991, 12, 01, 354.09, 17, 12.0
1991, 12, 02, 354.33, 15, 12.0
1991, 12, 03, 354.17, 19, 12.0
1991, 12, 04, 354.23,  9, 12.0
1991, 12, 05, 354.30, 19, 12.0
1991, 12, 06, 354.35,  3, 12.0
1991, 12, 07,    NaN,  0, 12.0
1991, 12, 08,    NaN,  0, 12.0
1991, 12, 09,    NaN,  0, 12.0
1991, 12, 10,    NaN,  0, 12.0
1991, 12, 11, 354.59, 10, 12.0
1991, 12, 12, 354.47, 21, 12.0
1991, 12, 13, 354.66, 20, 12.0
1991, 12, 14, 354.60, 22, 12.0
1991, 12, 15, 354.64, 22, 12.0
1991, 12, 16, 355.06, 19, 12.0
1991, 12, 17, 355.42,  8, 12.0
1991, 12, 18, 355.78,  7, 12.0
1991, 12, 19, 354.87,  9, 12.0
1991, 12, 20, 354.71, 18, 12.0
1991, 12, 21, 354.87, 22, 12.0
1991, 12, 22, 355.22, 10, 12.0
1991, 12, 23, 355.29, 20, 12.0
1991, 12, 24, 355.20, 21, 12.0
1991, 12, 25, 354.99, 19, 12.0
1991, 12, 26, 355.21,  6, 12.0
1991, 12, 27, 355.81,  9, 12.0
1991, 12, 28, 355.51, 22, 12.0
1991, 12, 29, 355.18, 22, 12.0
1991, 12, 30, 355.08,  7, 12.0
1991, 12, 31,    NaN,  0, 12.0
1992, 01, 01, 355.56,  7, 12.0
1992, 01, 02, 355.14, 12, 12.0
1992, 01, 03,    NaN,  0, 12.0
1992, 01, 04, 355.22,  5, 12.0
1992, 01, 05, 355.23, 15, 12.0
1992, 01, 06, 355.82,  5, 12.0
1992, 01, 07, 355.40,  8, 12.0
1992, 01, 08, 355.46,  7, 12.0
1992, 01, 09, 356.32, 14, 12.0
1992, 01, 10, 356.12,  5, 12.0
1992, 01, 11, 356.17, 15, 12.0
1992, 01, 12, 355.52, 22, 12.0
1992, 01, 13, 355.72, 18, 12.0
1992, 01, 14, 356.19, 16, 12.0
1992, 01, 15,    NaN,  0, 12.0
1992, 01, 16, 356.08, 18, 12.0
1992, 01, 17, 356.36,  9, 12.0
1992, 01, 18,    NaN,  0, 12.0
1992, 01, 19,    NaN,  0, 12.0
1992, 01, 20,    NaN,  0, 12.0
1992, 01, 21, 355.13,  6, 12.0
1992, 01, 22, 355.22,  7, 12.0
1992, 01, 23, 355.24,  6, 12.0
1992, 01, 24, 356.34, 13, 12.0
1992, 01, 25, 356.03,  9, 12.0
1992, 01, 26, 355.88, 22, 12.0
1992, 01, 27, 355.50,  8, 12.0
1992, 01, 28, 355.86, 21, 12.0
1992, 01, 29, 355.58, 11, 12.0
1992, 01, 30, 355.41, 11, 12.0
1992, 01, 31, 355.21,  3, 12.0
1992, 02, 01,    NaN,  0, 12.0
1992, 02, 02,    NaN,  0, 12.0
1992, 02, 03, 356.32, 11, 12.0
1992, 02, 04, 356.26, 16, 12.0
1992, 02, 05, 356.68, 13, 12.0
1992, 02, 06, 356.44, 16, 12.0
1992, 02, 07, 356.18,  5, 12.0
1992, 02, 08,    NaN,  0, 12.0
1992, 02, 09, 356.54,  7, 12.0
1992, 02, 10, 356.18,  9, 12.0
1992, 02, 11, 356.39, 13, 12.0
1992, 02, 12, 356.93, 12, 12.0
1992, 02, 13, 357.18, 15, 12.0
1992, 02, 14, 356.83,  4, 12.0
1992, 02, 15,    NaN,  0, 12.0
1992, 02, 16,    NaN,  0, 12.0
1992, 02, 17,    NaN,  0, 12.0
1992, 02, 18,    NaN,  0, 12.0
1992, 02, 19,    NaN,  0, 12.0
1992, 02, 20,    NaN,  0, 12.0
1992, 02, 21,    NaN,  0, 12.0
1992, 02, 22,    NaN,  0, 12.0
1992, 02, 23,    NaN,  0, 12.0
1992, 02, 24,    NaN,  0, 12.0
1992, 02, 25, 357.62,  6, 12.0
1992, 02, 26,    NaN,  0, 12.0
1992, 02, 27,    NaN,  0, 12.0
1992, 02, 28,    NaN,  0, 12.0
1992, 02, 29, 355.99,  6, 12.0
1992, 03, 01, 356.03,  2, 12.0
1992, 03, 02,    NaN,  0, 12.0
1992, 03, 03, 355.76,  6, 12.0
1992, 03, 04, 355.78,  6, 12.0
1992, 03, 05, 356.96,  5, 12.0
1992, 03, 06, 357.24,  7, 12.0
1992, 03, 07, 357.29, 22, 12.0
1992, 03, 08, 357.27, 14, 12.0
1992, 03, 09, 357.36, 22, 12.0
1992, 03, 10, 357.98,  1, 12.0
1992, 03, 11, 358.10,  5, 12.0
1992, 03, 12,    NaN,  0, 12.0
1992, 03, 13,    NaN,  0, 12.0
1992, 03, 14,    NaN,  0, 12.0
1992, 03, 15,    NaN,  0, 12.0
1992, 03, 16,    NaN,  0, 12.0
1992, 03, 17,    NaN,  0, 12.0
1992, 03, 18, 358.94,  8, 12.0
1992, 03, 19, 358.24, 14, 12.0
1992, 03, 20, 357.98,  1, 12.0
1992, 03, 21, 357.34,  7, 12.0
1992, 03, 22, 357.90, 13, 12.0
1992, 03, 23, 358.33,  5, 12.0
1992, 03, 24,    NaN,  0, 12.0
1992, 03, 25,    NaN,  0, 12.0
1992, 03, 26,    NaN,  0, 12.0
1992, 03, 27,    NaN,  0, 12.0
1992, 03, 28, 358.16,  6, 12.0
1992, 03, 29, 358.44,  6, 12.0
1992, 03, 30, 358.39,  6, 12.0
1992, 03, 31, 356.49,  7, 12.0
1992, 04, 01, 356.71,  4, 12.0
1992, 04, 02,    NaN,  0, 12.0
1992, 04, 03, 358.24,  7, 12.0
1992, 04, 04, 358.60, 14, 12.0
1992, 04, 05, 358.53,  5, 12.0
1992, 04, 06, 358.90, 16, 12.0
1992, 04, 07, 358.68, 13, 12.0
1992, 04, 08, 358.76, 19, 12.0
1992, 04, 09, 358.30,  6, 12.0
1992, 04, 10, 358.55,  9, 12.0
1992, 04, 11,    NaN,  0, 12.0
1992, 04, 12,    NaN,  0, 12.0
1992, 04, 13, 358.94,  7, 12.0
1992, 04, 14,    NaN,  0, 12.0
1992, 04, 15,    NaN,  0, 12.0
1992, 04, 16, 359.82,  3, 12.0
1992, 04, 17, 360.00,  3, 12.0
1992, 04, 18,    NaN,  0, 12.0
1992, 04, 19, 360.09,  9, 12.0
1992, 04, 20, 359.62,  8, 12.0
1992, 04, 21,    NaN,  0, 12.0
1992, 04, 22,    NaN,  0, 12.0
1992, 04, 23, 359.33, 10, 12.0
1992, 04, 24, 359.09, 19, 12.0
1992, 04, 25, 358.89,  5, 12.0
1992, 04, 26, 359.08, 13, 12.0
1992, 04, 27, 358.77, 14, 12.0
1992, 04, 28, 358.26, 14, 12.0
1992, 04, 29, 359.20,  6, 12.0
1992, 04, 30, 359.33,  5, 12.0
1992, 05, 01,    NaN,  0, 12.0
1992, 05, 02, 359.29, 11, 12.0
1992, 05, 03, 359.55, 21, 12.0
1992, 05, 04, 359.40, 14, 12.0
1992, 05, 05, 359.71, 12, 12.0
1992, 05, 06, 359.55, 15, 12.0
1992, 05, 07, 359.77, 14, 12.0
1992, 05, 08, 359.53, 17, 12.0
1992, 05, 09, 359.62, 21, 12.0
1992, 05, 10, 359.71, 21, 12.0
1992, 05, 11, 359.33, 17, 12.0
1992, 05, 12, 359.26, 11, 12.0
1992, 05, 13, 357.89,  4, 12.0
1992, 05, 14, 357.93, 10, 12.0
1992, 05, 15,    NaN,  0, 12.0
1992, 05, 16,    NaN,  0, 12.0
1992, 05, 17, 358.11,  6, 12.0
1992, 05, 18, 359.75,  7, 12.0
1992, 05, 19, 358.26, 14, 12.0
1992, 05, 20, 358.41, 13, 12.0
1992, 05, 21, 358.59, 11, 12.0
1992, 05, 22, 358.41,  2, 12.0
1992, 05, 23, 360.44,  7, 12.0
1992, 05, 24, 360.20,  7, 12.0
1992, 05, 25, 359.98,  3, 12.0
1992, 05, 26, 360.05,  4, 12.0
1992, 05, 27,    NaN,  0, 12.0
1992, 05, 28,    NaN,  0, 12.0
1992, 05, 29,    NaN,  0, 12.0
1992, 05, 30, 360.16,  4, 12.0
1992, 05, 31, 360.13, 22, 12.0
1992, 06, 01, 360.15, 17, 12.0
1992, 06, 02, 360.14,  5, 12.0
1992, 06, 03, 359.81,  6, 12.0
1992, 06, 04, 359.93,  8, 12.0
1992, 06, 05, 360.12,  6, 12.0
1992, 06, 06, 360.07, 15, 12.0
1992, 06, 07, 359.92, 14, 12.0
1992, 06, 08, 359.47,  8, 12.0
1992, 06, 09, 359.39, 19, 12.0
1992, 06, 10, 359.21,  3, 12.0
1992, 06, 11, 359.42,  3, 12.0
1992, 06, 12, 359.53,  3, 12.0
1992, 06, 13, 358.33,  6, 12.0
1992, 06, 14, 358.17,  4, 12.0
1992, 06, 15,    NaN,  0, 12.0
1992, 06, 16,    NaN,  0, 12.0
1992, 06, 17, 358.94,  4, 12.0
1992, 06, 18, 358.98,  8, 12.0
1992, 06, 19, 358.55, 10, 12.0
1992, 06, 20, 358.18,  5, 12.0
1992, 06, 21, 358.17, 10, 12.0
1992, 06, 22, 358.48,  6, 12.0
1992, 06, 23, 358.30, 12, 12.0
1992, 06, 24, 358.17,  5, 12.0
1992, 06, 25, 358.15,  3, 12.0
1992, 06, 26, 358.02,  7, 12.0
1992, 06, 27, 358.33,  6, 12.0
1992, 06, 28, 358.74,  9, 12.0
1992, 06, 29, 358.25,  3, 12.0
1992, 06, 30, 358.34,  3, 12.0
1992, 07, 01,    NaN,  0, 12.0
1992, 07, 02,    NaN,  0, 12.0
1992, 07, 03,    NaN,  0, 12.0
1992, 07, 04, 358.46, 17, 12.0
1992, 07, 05, 358.15, 13, 12.0
1992, 07, 06, 358.17,  5, 12.0
1992, 07, 07,    NaN,  0, 12.0
1992, 07, 08,    NaN,  0, 12.0
1992, 07, 09,    NaN,  0, 12.0
1992, 07, 10, 355.70,  6, 12.0
1992, 07, 11,    NaN,  0, 12.0
1992, 07, 12,    NaN,  0, 12.0
1992, 07, 13,    NaN,  0, 12.0
1992, 07, 14,    NaN,  0, 12.0
1992, 07, 15,    NaN,  0, 12.0
1992, 07, 16, 356.24, 12, 12.0
1992, 07, 17, 355.63,  9, 12.0
1992, 07, 18, 355.51,  2, 12.0
1992, 07, 19,    NaN,  0, 12.0
1992, 07, 20, 356.12,  4, 12.0
1992, 07, 21, 356.28,  3, 12.0
1992, 07, 22, 354.98,  6, 12.0
1992, 07, 23,    NaN,  0, 12.0
1992, 07, 24, 356.51,  7, 12.0
1992, 07, 25,    NaN,  0, 12.0
1992, 07, 26,    NaN,  0, 12.0
1992, 07, 27, 355.86,  8, 12.0
1992, 07, 28, 356.14,  5, 12.0
1992, 07, 29,    NaN,  0, 12.0
1992, 07, 30,    NaN,  0, 12.0
1992, 07, 31,    NaN,  0, 12.0
1992, 08, 01,    NaN,  0, 12.0
1992, 08, 02,    NaN,  0, 12.0
1992, 08, 03,    NaN,  0, 12.0
1992, 08, 04,    NaN,  0, 12.0
1992, 08, 05, 354.41,  2, 12.0
1992, 08, 06, 354.50,  8, 12.0
1992, 08, 07, 355.38, 12, 12.0
1992, 08, 08, 355.44, 16, 12.0
1992, 08, 09, 355.71,  5, 12.0
1992, 08, 10,    NaN,  0, 12.0
1992, 08, 11, 355.21,  1, 12.0
1992, 08, 12, 355.18,  7, 12.0
1992, 08, 13, 355.35, 19, 12.0
1992, 08, 14, 355.07,  1, 12.0
1992, 08, 15, 354.89, 10, 12.0
1992, 08, 16,    NaN,  0, 12.0
1992, 08, 17, 354.80,  8, 12.0
1992, 08, 18, 355.16,  6, 12.0
1992, 08, 19,    NaN,  0, 12.0
1992, 08, 20,    NaN,  0, 12.0
1992, 08, 21, 354.96,  2, 12.0
1992, 08, 22, 354.78, 12, 12.0
1992, 08, 23, 354.61, 12, 12.0
1992, 08, 24, 354.29,  4, 12.0
1992, 08, 25,    NaN,  0, 12.0
1992, 08, 26,    NaN,  0, 12.0
1992, 08, 27,    NaN,  0, 12.0
1992, 08, 28, 354.50,  8, 12.0
1992, 08, 29,    NaN,  0, 12.0
1992, 08, 30,    NaN,  0, 12.0
1992, 08, 31,    NaN,  0, 12.0
1992, 09, 01,    NaN,  0, 12.0
1992, 09, 02,    NaN,  0, 12.0
1992, 09, 03,    NaN,  0, 12.0
1992, 09, 04, 353.26,  5, 12.0
1992, 09, 05,    NaN,  0, 12.0
1992, 09, 06,    NaN,  0, 12.0
1992, 09, 07, 353.08,  6, 12.0
1992, 09, 08, 353.15,  5, 12.0
1992, 09, 09, 353.45,  5, 12.0
1992, 09, 10, 354.14, 10, 12.0
1992, 09, 11,    NaN,  0, 12.0
1992, 09, 12,    NaN,  0, 12.0
1992, 09, 13,    NaN,  0, 12.0
1992, 09, 14,    NaN,  0, 12.0
1992, 09, 15,    NaN,  0, 12.0
1992, 09, 16, 353.05,  3, 12.0
1992, 09, 17, 352.43, 11, 12.0
1992, 09, 18,    NaN,  0, 12.0
1992, 09, 19, 351.90,  7, 12.0
1992, 09, 20,    NaN,  0, 12.0
1992, 09, 21,    NaN,  0, 12.0
1992, 09, 22,    NaN,  0, 12.0
1992, 09, 23,    NaN,  0, 12.0
1992, 09, 24, 353.59,  5, 12.0
1992, 09, 25, 353.03, 19, 12.0
1992, 09, 26, 352.46, 18, 12.0
1992, 09, 27, 352.26, 13, 12.0
1992, 09, 28, 351.97, 12, 12.0
1992, 09, 29, 352.27,  2, 12.0
1992, 09, 30,    NaN,  0, 12.0
1992, 10, 01,    NaN,  0, 12.0
1992, 10, 02,    NaN,  0, 12.0
1992, 10, 03,    NaN,  0, 12.0
1992, 10, 04, 353.65,  7, 12.0
1992, 10, 05,    NaN,  0, 12.0
1992, 10, 06,    NaN,  0, 12.0
1992, 10, 07, 353.34,  6, 12.0
1992, 10, 08, 352.93, 14, 12.0
1992, 10, 09, 352.76, 10, 12.0
1992, 10, 10, 353.15,  6, 12.0
1992, 10, 11,    NaN,  0, 12.0
1992, 10, 12,    NaN,  0, 12.0
1992, 10, 13,    NaN,  0, 12.0
1992, 10, 14, 353.83,  4, 12.0
1992, 10, 15, 353.75, 13, 12.0
1992, 10, 16, 353.25, 15, 12.0
1992, 10, 17, 353.11,  4, 12.0
1992, 10, 18,    NaN,  0, 12.0
1992, 10, 19, 352.26,  6, 12.0
1992, 10, 20, 352.47, 14, 12.0
1992, 10, 21, 353.42,  8, 12.0
1992, 10, 22, 353.78,  5, 12.0
1992, 10, 23, 353.57, 13, 12.0
1992, 10, 24, 353.91, 14, 12.0
1992, 10, 25, 352.73, 11, 12.0
1992, 10, 26, 353.00, 11, 12.0
1992, 10, 27, 352.81, 18, 12.0
1992, 10, 28, 353.11,  7, 12.0
1992, 10, 29, 352.78,  8, 12.0
1992, 10, 30, 352.92,  5, 12.0
1992, 10, 31,    NaN,  0, 12.0
1992, 11, 01, 353.87,  6, 12.0
1992, 11, 02, 353.61,  9, 12.0
1992, 11, 03, 354.13, 14, 12.0
1992, 11, 04, 354.31, 16, 12.0
1992, 11, 05, 354.33,  5, 12.0
1992, 11, 06, 354.11, 13, 12.0
1992, 11, 07, 353.52, 22, 12.0
1992, 11, 08, 353.30, 18, 12.0
1992, 11, 09, 353.45, 19, 12.0
1992, 11, 10, 353.40,  7, 12.0
1992, 11, 11, 353.83,  5, 12.0
1992, 11, 12, 353.76, 10, 12.0
1992, 11, 13, 353.78,  2, 12.0
1992, 11, 14, 353.71, 22, 12.0
1992, 11, 15, 353.54, 13, 12.0
1992, 11, 16, 353.44, 16, 12.0
1992, 11, 17, 353.85,  6, 12.0
1992, 11, 18, 354.14,  1, 12.0
1992, 11, 19,    NaN,  0, 12.0
1992, 11, 20, 354.33, 11, 12.0
1992, 11, 21, 354.31,  5, 12.0
1992, 11, 22, 354.35,  1, 12.0
1992, 11, 23, 354.19,  8, 12.0
1992, 11, 24, 354.89,  7, 12.0
1992, 11, 25,    NaN,  0, 12.0
1992, 11, 26,    NaN,  0, 12.0
1992, 11, 27, 354.53,  1, 12.0
1992, 11, 28, 354.50, 16, 12.0
1992, 11, 29,    NaN,  0, 12.0
1992, 11, 30, 354.74,  8, 12.0
1992, 12, 01, 354.43, 20, 12.0
1992, 12, 02,    NaN,  0, 12.0
1992, 12, 03,    NaN,  0, 12.0
1992, 12, 04, 354.61, 16, 12.0
1992, 12, 05, 354.66, 20, 12.0
1992, 12, 06, 354.81, 22, 12.0
1992, 12, 07, 354.71, 21, 12.0
1992, 12, 08, 354.64, 22, 12.0
1992, 12, 09, 354.74,  9, 12.0
1992, 12, 10, 355.60,  9, 12.0
1992, 12, 11, 356.01, 20, 12.0
1992, 12, 12, 354.97, 12, 12.0
1992, 12, 13, 355.04, 15, 12.0
1992, 12, 14, 354.99,  2, 12.0
1992, 12, 15, 355.26,  4, 12.0
1992, 12, 16, 355.25,  6, 12.0
1992, 12, 17,    NaN,  0, 12.0
1992, 12, 18, 355.00, 18, 12.0
1992, 12, 19, 354.97, 10, 12.0
1992, 12, 20, 355.02, 10, 12.0
1992, 12, 21, 354.96,  8, 12.0
1992, 12, 22, 356.30, 17, 12.0
1992, 12, 23, 356.37,  5, 12.0
1992, 12, 24,    NaN,  0, 12.0
1992, 12, 25, 355.29,  2, 12.0
1992, 12, 26, 355.53,  9, 12.0
1992, 12, 27, 355.59, 11, 12.0
1992, 12, 28, 356.17,  3, 12.0
1992, 12, 29,    NaN,  0, 12.0
1992, 12, 30, 356.03,  8, 12.0
1992, 12, 31, 355.99, 22, 12.0
1993, 01, 01, 355.65, 14, 12.0
1993, 01, 02, 356.01, 11, 12.0
1993, 01, 03, 356.19,  3, 12.0
1993, 01, 04,    NaN,  0, 12.0
1993, 01, 05,    NaN,  0, 12.0
1993, 01, 06,    NaN,  0, 12.0
1993, 01, 07,    NaN,  0, 12.0
1993, 01, 08, 356.38,  1, 12.0
1993, 01, 09, 357.09, 12, 12.0
1993, 01, 10, 357.08,  1, 12.0
1993, 01, 11, 357.18,  5, 12.0
1993, 01, 12,    NaN,  0, 12.0
1993, 01, 13, 356.56,  8, 12.0
1993, 01, 14, 356.61,  5, 12.0
1993, 01, 15, 356.53,  3, 12.0
1993, 01, 16, 356.48, 14, 12.0
1993, 01, 17, 356.22,  2, 12.0
1993, 01, 18, 356.35,  4, 12.0
1993, 01, 19,    NaN,  0, 12.0
1993, 01, 20, 356.50,  2, 12.0
1993, 01, 21, 356.45, 12, 12.0
1993, 01, 22, 356.41, 13, 12.0
1993, 01, 23, 356.61,  8, 12.0
1993, 01, 24, 356.34, 12, 12.0
1993, 01, 25, 356.30, 10, 12.0
1993, 01, 26, 356.50,  2, 12.0
1993, 01, 27,    NaN,  0, 12.0
1993, 01, 28,    NaN,  0, 12.0
1993, 01, 29,    NaN,  0, 12.0
1993, 01, 30, 357.77, 15, 12.0
1993, 01, 31, 358.27,  6, 12.0
1993, 02, 01, 357.49,  8, 12.0
1993, 02, 02, 357.33,  7, 12.0
1993, 02, 03, 357.28,  6, 12.0
1993, 02, 04, 356.12,  7, 12.0
1993, 02, 05, 356.28,  3, 12.0
1993, 02, 06, 356.13, 15, 12.0
1993, 02, 07, 356.01, 20, 12.0
1993, 02, 08, 356.09, 14, 12.0
1993, 02, 09, 356.72, 15, 12.0
1993, 02, 10, 356.87,  5, 12.0
1993, 02, 11, 356.74,  8, 12.0
1993, 02, 12, 356.79, 20, 12.0
1993, 02, 13, 356.99, 10, 12.0
1993, 02, 14, 357.37, 13, 12.0
1993, 02, 15, 356.98, 13, 12.0
1993, 02, 16,    NaN,  0, 12.0
1993, 02, 17, 356.49,  3, 12.0
1993, 02, 18, 356.57, 10, 12.0
1993, 02, 19, 356.60,  9, 12.0
1993, 02, 20,    NaN,  0, 12.0
1993, 02, 21,    NaN,  0, 12.0
1993, 02, 22,    NaN,  0, 12.0
1993, 02, 23,    NaN,  0, 12.0
1993, 02, 24,    NaN,  0, 12.0
1993, 02, 25,    NaN,  0, 12.0
1993, 02, 26,    NaN,  0, 12.0
1993, 02, 27,    NaN,  0, 12.0
1993, 02, 28,    NaN,  0, 12.0
1993, 03, 01,    NaN,  0, 12.0
1993, 03, 02,    NaN,  0, 12.0
1993, 03, 03,    NaN,  0, 12.0
1993, 03, 04,    NaN,  0, 12.0
1993, 03, 05,    NaN,  0, 12.0
1993, 03, 06, 358.08,  2, 12.0
1993, 03, 07, 358.05, 14, 12.0
1993, 03, 08, 358.12,  4, 12.0
1993, 03, 09,    NaN,  0, 12.0
1993, 03, 10, 358.34,  8, 12.0
1993, 03, 11, 358.32,  5, 12.0
1993, 03, 12, 358.34,  4, 12.0
1993, 03, 13,    NaN,  0, 12.0
1993, 03, 14,    NaN,  0, 12.0
1993, 03, 15, 358.58,  7, 12.0
1993, 03, 16, 358.16, 13, 12.0
1993, 03, 17, 358.10, 11, 12.0
1993, 03, 18, 357.96, 13, 12.0
1993, 03, 19,    NaN,  0, 12.0
1993, 03, 20, 356.49,  7, 12.0
1993, 03, 21,    NaN,  0, 12.0
1993, 03, 22,    NaN,  0, 12.0
1993, 03, 23, 358.36,  8, 12.0
1993, 03, 24, 357.74,  7, 12.0
1993, 03, 25, 357.86,  7, 12.0
1993, 03, 26,    NaN,  0, 12.0
1993, 03, 27, 359.71,  7, 12.0
1993, 03, 28, 359.81,  8, 12.0
1993, 03, 29,    NaN,  0, 12.0
1993, 03, 30, 358.75,  8, 12.0
1993, 03, 31,    NaN,  0, 12.0
1993, 04, 01,    NaN,  0, 12.0
1993, 04, 02, 358.29,  8, 12.0
1993, 04, 03, 359.09,  5, 12.0
1993, 04, 04, 359.58,  4, 12.0
1993, 04, 05, 358.87,  5, 12.0
1993, 04, 06, 359.03,  2, 12.0
1993, 04, 07, 358.54,  3, 12.0
1993, 04, 08, 358.49, 12, 12.0
