% Daily baseline values on the 12 scale
% Created 11-May-2023 12:02:58
%
% The CO2 data here are daily baseline averages.  The file contains all
% valid readings, with missing values denoted by NaN.  The data used to
% calculate the daily averages have been screened to eliminate local
% influences, such as the impacts of downslope vegetation or volcanic
% fumaroles, on the record.
%
% We provide these data primarily for the users interested in subweekly or
% finer-scale variability. For users interested primarily in longer-term
% variability, we recommend using standard weekly or monthly products which
% are more authoritative on these longer time scales.  The standard weekly
% and monthly products are located at:
%
% http://scrippsco2.ucsd.edu/data/atmospheric_co2/
%
% Further details on these this high resolution dataset can be found in the
% technical report:
%
% Walker, S. J., R. F. Keeling and S. C. Piper
% (2016). Reconstruction of the Mauna Loa Carbon Dioxide Record using
% High Frequency APC Data from 1958 through 2004. La Jolla, California,
% Scripps Institution of Oceanography: 1-17.
%
%
% Yr    - Year
% Mn    - Month
% Dy    - Day
% CO2   - CO2 baseline value
% NB    - Number of hourly averages in the baseline
% scale - Calibration scale code
%
% Yr, Mn, Dy,    CO2, NB, scale
1959, 08, 13,    NaN,  0, 12.0
1959, 08, 14,    NaN,  0, 12.0
1959, 08, 15,    NaN,  0, 12.0
1959, 08, 16,    NaN,  0, 12.0
1959, 08, 17,    NaN,  0, 12.0
1959, 08, 18,    NaN,  0, 12.0
1959, 08, 19,    NaN,  0, 12.0
1959, 08, 20,    NaN,  0, 12.0
1959, 08, 21,    NaN,  0, 12.0
1959, 08, 22,    NaN,  0, 12.0
1959, 08, 23, 314.52,  4, 12.0
1959, 08, 24, 314.93, 14, 12.0
1959, 08, 25, 314.98, 11, 12.0
1959, 08, 26,    NaN,  0, 12.0
1959, 08, 27, 314.17,  2, 12.0
1959, 08, 28, 314.39,  8, 12.0
1959, 08, 29,    NaN,  0, 12.0
1959, 08, 30,    NaN,  0, 12.0
1959, 08, 31,    NaN,  0, 12.0
1959, 09, 01,    NaN,  0, 12.0
1959, 09, 02, 314.76,  3, 12.0
1959, 09, 03, 314.55,  8, 12.0
1959, 09, 04,    NaN,  0, 12.0
1959, 09, 05,    NaN,  0, 12.0
1959, 09, 06,    NaN,  0, 12.0
1959, 09, 07, 314.12,  8, 12.0
1959, 09, 08, 313.99, 22, 12.0
1959, 09, 09, 313.90, 22, 12.0
1959, 09, 10, 313.94, 12, 12.0
1959, 09, 11,    NaN,  0, 12.0
1959, 09, 12,    NaN,  0, 12.0
1959, 09, 13,    NaN,  0, 12.0
1959, 09, 14, 313.67,  3, 12.0
1959, 09, 15, 313.83, 15, 12.0
1959, 09, 16, 313.80, 17, 12.0
1959, 09, 17, 314.02, 24, 12.0
1959, 09, 18, 313.78, 14, 12.0
1959, 09, 19, 312.95,  7, 12.0
1959, 09, 20, 312.95,  3, 12.0
1959, 09, 21,    NaN,  0, 12.0
1959, 09, 22, 313.47,  4, 12.0
1959, 09, 23, 313.54, 18, 12.0
1959, 09, 24, 313.60,  7, 12.0
1959, 09, 25, 313.06,  4, 12.0
1959, 09, 26, 313.42,  4, 12.0
1959, 09, 27,    NaN,  0, 12.0
1959, 09, 28, 313.47,  3, 12.0
1959, 09, 29, 313.45, 18, 12.0
1959, 09, 30, 313.57,  8, 12.0
1959, 10, 01, 312.57, 12, 12.0
1959, 10, 02, 312.33, 10, 12.0
1959, 10, 03, 313.45, 13, 12.0
1959, 10, 04,    NaN,  0, 12.0
1959, 10, 05, 312.70,  8, 12.0
1959, 10, 06, 313.81,  3, 12.0
1959, 10, 07, 313.83,  9, 12.0
1959, 10, 08,    NaN,  0, 12.0
1959, 10, 09,    NaN,  0, 12.0
1959, 10, 10, 312.71,  1, 12.0
1959, 10, 11, 312.95,  8, 12.0
1959, 10, 12,    NaN,  0, 12.0
1959, 10, 13, 313.65,  1, 12.0
1959, 10, 14, 313.83, 21, 12.0
1959, 10, 15, 313.63, 15, 12.0
1959, 10, 16, 313.51,  9, 12.0
1959, 10, 17, 313.37, 15, 12.0
1959, 10, 18, 313.31, 15, 12.0
1959, 10, 19, 313.29, 14, 12.0
1959, 10, 20, 313.24, 12, 12.0
1959, 10, 21, 312.92, 11, 12.0
1959, 10, 22, 313.71, 17, 12.0
1959, 10, 23, 313.59, 24, 12.0
1959, 10, 24, 312.95,  9, 12.0
1959, 10, 25, 313.57, 23, 12.0
1959, 10, 26, 313.53, 18, 12.0
1959, 10, 27, 313.68, 10, 12.0
1959, 10, 28, 313.80, 14, 12.0
1959, 10, 29, 313.50,  4, 12.0
1959, 10, 30, 313.90, 10, 12.0
1959, 10, 31, 314.53, 23, 12.0
1959, 11, 01, 314.56,  9, 12.0
1959, 11, 02, 314.42, 12, 12.0
1959, 11, 03, 314.58, 10, 12.0
1959, 11, 04, 314.32, 12, 12.0
1959, 11, 05, 314.38, 22, 12.0
1959, 11, 06, 314.59,  2, 12.0
1959, 11, 07, 314.62,  5, 12.0
1959, 11, 08,    NaN,  0, 12.0
1959, 11, 09,    NaN,  0, 12.0
1959, 11, 10,    NaN,  0, 12.0
1959, 11, 11,    NaN,  0, 12.0
1959, 11, 12,    NaN,  0, 12.0
1959, 11, 13, 314.84, 18, 12.0
1959, 11, 14, 314.40, 14, 12.0
1959, 11, 15, 314.17,  1, 12.0
1959, 11, 16, 315.07, 12, 12.0
1959, 11, 17, 315.24, 23, 12.0
1959, 11, 18, 314.92, 24, 12.0
1959, 11, 19, 315.57, 17, 12.0
1959, 11, 20, 315.42, 19, 12.0
1959, 11, 21, 315.17, 13, 12.0
1959, 11, 22, 314.86, 11, 12.0
1959, 11, 23,    NaN,  0, 12.0
1959, 11, 24, 315.48,  5, 12.0
1959, 11, 25, 315.43, 11, 12.0
1959, 11, 26, 315.30, 13, 12.0
1959, 11, 27, 315.60,  6, 12.0
1959, 11, 28, 315.33, 14, 12.0
1959, 11, 29, 314.98,  9, 12.0
1959, 11, 30,    NaN,  0, 12.0
1959, 12, 01,    NaN,  0, 12.0
1959, 12, 02, 314.54,  4, 12.0
1959, 12, 03, 314.89,  7, 12.0
1959, 12, 04,    NaN,  0, 12.0
1959, 12, 05,    NaN,  0, 12.0
1959, 12, 06, 315.18, 16, 12.0
1959, 12, 07, 315.10, 22, 12.0
1959, 12, 08, 315.11, 14, 12.0
1959, 12, 09, 315.44,  7, 12.0
1959, 12, 10,    NaN,  0, 12.0
1959, 12, 11, 315.40, 18, 12.0
1959, 12, 12, 315.42, 24, 12.0
1959, 12, 13, 315.66, 21, 12.0
1959, 12, 14, 315.83, 22, 12.0
1959, 12, 15, 315.67,  9, 12.0
1959, 12, 16, 315.77,  8, 12.0
1959, 12, 17, 315.59, 19, 12.0
1959, 12, 18, 315.79, 11, 12.0
1959, 12, 19, 315.82, 17, 12.0
1959, 12, 20, 315.42, 12, 12.0
1959, 12, 21, 315.66, 22, 12.0
1959, 12, 22, 316.39, 22, 12.0
1959, 12, 23, 315.62, 23, 12.0
1959, 12, 24, 315.74,  1, 12.0
1959, 12, 25, 315.66, 23, 12.0
1959, 12, 26, 315.76, 14, 12.0
1959, 12, 27, 315.89,  9, 12.0
1959, 12, 28,    NaN,  0, 12.0
1959, 12, 29, 315.18,  5, 12.0
1959, 12, 30, 315.54,  8, 12.0
1959, 12, 31,    NaN,  0, 12.0
1960, 01, 01,    NaN,  0, 12.0
1960, 01, 02,    NaN,  0, 12.0
1960, 01, 03,    NaN,  0, 12.0
1960, 01, 04,    NaN,  0, 12.0
1960, 01, 05, 315.58, 15, 12.0
1960, 01, 06, 315.80, 16, 12.0
1960, 01, 07, 315.90, 16, 12.0
1960, 01, 08, 316.14,  9, 12.0
1960, 01, 09, 316.67, 17, 12.0
1960, 01, 10, 316.59, 13, 12.0
1960, 01, 11, 316.10,  7, 12.0
1960, 01, 12, 316.57, 18, 12.0
1960, 01, 13, 316.51,  4, 12.0
1960, 01, 14, 316.60,  8, 12.0
1960, 01, 15, 315.95,  3, 12.0
1960, 01, 16, 316.61, 17, 12.0
1960, 01, 17, 317.01, 21, 12.0
1960, 01, 18, 316.96, 24, 12.0
1960, 01, 19, 316.73, 23, 12.0
1960, 01, 20, 316.77,  4, 12.0
1960, 01, 21, 316.28, 11, 12.0
1960, 01, 22, 316.55,  7, 12.0
1960, 01, 23, 316.41,  4, 12.0
1960, 01, 24, 316.47, 13, 12.0
1960, 01, 25, 316.53, 16, 12.0
1960, 01, 26, 316.80,  9, 12.0
1960, 01, 27, 316.69, 16, 12.0
1960, 01, 28, 316.79, 16, 12.0
1960, 01, 29, 316.72, 21, 12.0
1960, 01, 30, 317.17, 15, 12.0
1960, 01, 31, 316.79,  6, 12.0
1960, 02, 01, 317.60,  7, 12.0
1960, 02, 02, 316.27,  2, 12.0
1960, 02, 03, 316.38,  6, 12.0
1960, 02, 04, 317.52,  9, 12.0
1960, 02, 05,    NaN,  0, 12.0
1960, 02, 06,    NaN,  0, 12.0
1960, 02, 07,    NaN,  0, 12.0
1960, 02, 08, 316.79, 20, 12.0
1960, 02, 09, 317.19,  1, 12.0
1960, 02, 10, 316.73,  2, 12.0
1960, 02, 11, 317.41, 23, 12.0
1960, 02, 12, 317.56, 22, 12.0
1960, 02, 13, 317.01,  7, 12.0
1960, 02, 14, 316.58, 10, 12.0
1960, 02, 15, 316.92,  2, 12.0
1960, 02, 16, 317.11, 19, 12.0
1960, 02, 17, 317.00, 10, 12.0
1960, 02, 18,    NaN,  0, 12.0
1960, 02, 19,    NaN,  0, 12.0
1960, 02, 20, 317.49,  6, 12.0
1960, 02, 21, 317.65,  6, 12.0
1960, 02, 22,    NaN,  0, 12.0
1960, 02, 23, 318.01,  1, 12.0
1960, 02, 24, 317.27, 16, 12.0
1960, 02, 25, 316.34,  9, 12.0
1960, 02, 26, 316.59, 16, 12.0
1960, 02, 27, 316.96, 11, 12.0
1960, 02, 28, 317.19,  1, 12.0
1960, 02, 29, 317.51,  8, 12.0
1960, 03, 01,    NaN,  0, 12.0
1960, 03, 02, 316.92,  3, 12.0
1960, 03, 03, 316.94, 13, 12.0
1960, 03, 04, 316.89, 19, 12.0
1960, 03, 05, 317.03, 23, 12.0
1960, 03, 06, 316.96,  8, 12.0
1960, 03, 07, 316.92,  9, 12.0
1960, 03, 08, 316.75,  8, 12.0
1960, 03, 09, 317.14,  4, 12.0
1960, 03, 10, 317.40,  9, 12.0
1960, 03, 11, 317.70, 21, 12.0
1960, 03, 12, 318.16, 16, 12.0
1960, 03, 13, 318.19, 17, 12.0
1960, 03, 14, 317.90, 13, 12.0
1960, 03, 15, 317.95, 12, 12.0
1960, 03, 16, 317.86,  8, 12.0
1960, 03, 17,    NaN,  0, 12.0
1960, 03, 18,    NaN,  0, 12.0
1960, 03, 19, 318.35,  3, 12.0
1960, 03, 20, 318.63, 16, 12.0
1960, 03, 21, 318.22,  8, 12.0
1960, 03, 22, 317.91, 12, 12.0
1960, 03, 23, 317.64,  5, 12.0
1960, 03, 24, 317.45,  7, 12.0
1960, 03, 25, 317.35,  7, 12.0
1960, 03, 26,    NaN,  0, 12.0
1960, 03, 27,    NaN,  0, 12.0
1960, 03, 28, 318.82,  8, 12.0
1960, 03, 29, 317.42,  7, 12.0
1960, 03, 30,    NaN,  0, 12.0
1960, 03, 31, 318.72, 11, 12.0
1960, 04, 01, 318.84, 15, 12.0
1960, 04, 02, 318.54, 14, 12.0
1960, 04, 03, 318.70, 24, 12.0
1960, 04, 04, 318.56,  8, 12.0
1960, 04, 05, 317.87,  7, 12.0
1960, 04, 06, 317.68,  7, 12.0
1960, 04, 07, 319.14, 14, 12.0
1960, 04, 08, 319.15, 10, 12.0
1960, 04, 09,    NaN,  0, 12.0
1960, 04, 10,    NaN,  0, 12.0
1960, 04, 11,    NaN,  0, 12.0
1960, 04, 12,    NaN,  0, 12.0
1960, 04, 13, 318.98, 11, 12.0
1960, 04, 14, 318.66, 14, 12.0
1960, 04, 15, 318.87, 10, 12.0
1960, 04, 16, 318.65,  8, 12.0
1960, 04, 17, 318.93, 18, 12.0
1960, 04, 18, 319.11, 11, 12.0
1960, 04, 19, 318.44,  9, 12.0
1960, 04, 20, 319.24, 24, 12.0
1960, 04, 21, 318.43,  7, 12.0
1960, 04, 22, 319.12,  5, 12.0
1960, 04, 23, 318.82, 23, 12.0
1960, 04, 24, 319.00, 24, 12.0
1960, 04, 25, 318.99, 13, 12.0
1960, 04, 26, 319.59, 19, 12.0
1960, 04, 27, 319.73, 10, 12.0
1960, 04, 28,    NaN,  0, 12.0
1960, 04, 29,    NaN,  0, 12.0
1960, 04, 30,    NaN,  0, 12.0
1960, 05, 01,    NaN,  0, 12.0
1960, 05, 02,    NaN,  0, 12.0
1960, 05, 03,    NaN,  0, 12.0
1960, 05, 04,    NaN,  0, 12.0
1960, 05, 05, 320.05, 11, 12.0
1960, 05, 06, 320.00, 24, 12.0
1960, 05, 07, 320.31, 24, 12.0
1960, 05, 08, 320.26,  9, 12.0
1960, 05, 09, 319.19, 16, 12.0
1960, 05, 10, 320.20,  8, 12.0
1960, 05, 11, 319.98, 10, 12.0
1960, 05, 12,    NaN,  0, 12.0
1960, 05, 13,    NaN,  0, 12.0
1960, 05, 14, 319.85,  6, 12.0
1960, 05, 15, 319.58, 10, 12.0
1960, 05, 16, 319.49,  9, 12.0
1960, 05, 17, 319.88, 17, 12.0
1960, 05, 18, 320.23, 22, 12.0
1960, 05, 19, 320.34, 17, 12.0
1960, 05, 20, 320.26, 24, 12.0
1960, 05, 21, 320.12, 24, 12.0
1960, 05, 22, 319.66, 22, 12.0
1960, 05, 23,    NaN,  0, 12.0
1960, 05, 24, 319.56,  3, 12.0
1960, 05, 25, 319.75, 10, 12.0
1960, 05, 26, 320.16, 13, 12.0
1960, 05, 27, 319.78, 11, 12.0
1960, 05, 28, 319.52, 10, 12.0
1960, 05, 29, 320.18,  6, 12.0
1960, 05, 30, 320.64, 15, 12.0
1960, 05, 31, 320.02, 15, 12.0
1960, 06, 01, 319.94, 15, 12.0
1960, 06, 02,    NaN,  0, 12.0
1960, 06, 03, 319.03, 10, 12.0
1960, 06, 04,    NaN,  0, 12.0
1960, 06, 05,    NaN,  0, 12.0
1960, 06, 06,    NaN,  0, 12.0
1960, 06, 07,    NaN,  0, 12.0
1960, 06, 08,    NaN,  0, 12.0
1960, 06, 09, 320.40,  2, 12.0
1960, 06, 10, 320.27, 13, 12.0
1960, 06, 11, 320.03, 12, 12.0
1960, 06, 12, 320.20, 16, 12.0
1960, 06, 13, 319.77, 16, 12.0
1960, 06, 14, 319.81, 17, 12.0
1960, 06, 15, 319.65, 14, 12.0
1960, 06, 16, 319.57,  5, 12.0
1960, 06, 17, 319.22, 10, 12.0
1960, 06, 18,    NaN,  0, 12.0
1960, 06, 19,    NaN,  0, 12.0
1960, 06, 20,    NaN,  0, 12.0
1960, 06, 21,    NaN,  0, 12.0
1960, 06, 22,    NaN,  0, 12.0
1960, 06, 23,    NaN,  0, 12.0
1960, 06, 24, 319.15,  2, 12.0
1960, 06, 25, 319.20, 12, 12.0
1960, 06, 26,    NaN,  0, 12.0
1960, 06, 27,    NaN,  0, 12.0
1960, 06, 28, 318.43,  7, 12.0
1960, 06, 29, 318.88, 18, 12.0
1960, 06, 30, 318.37,  1, 12.0
1960, 07, 01, 318.18,  8, 12.0
1960, 07, 02, 317.62,  1, 12.0
1960, 07, 03, 317.55, 16, 12.0
1960, 07, 04,    NaN,  0, 12.0
1960, 07, 05, 318.30, 10, 12.0
1960, 07, 06,    NaN,  0, 12.0
1960, 07, 07, 318.42,  5, 12.0
1960, 07, 08, 318.68, 19, 12.0
1960, 07, 09,    NaN,  0, 12.0
1960, 07, 10,    NaN,  0, 12.0
1960, 07, 11, 318.59,  5, 12.0
1960, 07, 12, 318.65,  5, 12.0
1960, 07, 13,    NaN,  0, 12.0
1960, 07, 14,    NaN,  0, 12.0
1960, 07, 15, 318.45,  2, 12.0
1960, 07, 16, 318.56, 13, 12.0
1960, 07, 17, 318.62, 14, 12.0
1960, 07, 18, 318.26, 10, 12.0
1960, 07, 19, 318.25, 16, 12.0
1960, 07, 20, 318.03, 24, 12.0
1960, 07, 21, 317.90, 13, 12.0
1960, 07, 22, 318.13, 23, 12.0
1960, 07, 23, 317.92, 14, 12.0
1960, 07, 24,    NaN,  0, 12.0
1960, 07, 25, 317.87,  4, 12.0
1960, 07, 26, 317.94, 13, 12.0
1960, 07, 27, 317.82,  9, 12.0
1960, 07, 28,    NaN,  0, 12.0
1960, 07, 29, 316.31,  5, 12.0
1960, 07, 30, 316.66, 11, 12.0
1960, 07, 31, 317.12, 15, 12.0
1960, 08, 01, 317.09, 11, 12.0
1960, 08, 02, 317.27,  6, 12.0
1960, 08, 03, 315.48, 10, 12.0
1960, 08, 04,    NaN,  0, 12.0
1960, 08, 05, 317.28,  7, 12.0
1960, 08, 06,    NaN,  0, 12.0
1960, 08, 07,    NaN,  0, 12.0
1960, 08, 08, 316.55,  7, 12.0
1960, 08, 09, 314.90,  7, 12.0
1960, 08, 10, 316.77,  8, 12.0
1960, 08, 11, 317.10,  7, 12.0
1960, 08, 12,    NaN,  0, 12.0
1960, 08, 13, 316.94, 16, 12.0
1960, 08, 14, 316.25, 10, 12.0
1960, 08, 15, 316.28, 19, 12.0
1960, 08, 16,    NaN,  0, 12.0
1960, 08, 17, 316.30, 13, 12.0
1960, 08, 18, 314.56, 16, 12.0
1960, 08, 19, 313.69,  6, 12.0
1960, 08, 20,    NaN,  0, 12.0
1960, 08, 21,    NaN,  0, 12.0
1960, 08, 22, 315.28,  6, 12.0
1960, 08, 23, 315.28, 18, 12.0
1960, 08, 24, 315.26,  6, 12.0
1960, 08, 25,    NaN,  0, 12.0
1960, 08, 26, 314.78, 17, 12.0
1960, 08, 27, 314.89,  6, 12.0
1960, 08, 28, 314.85, 10, 12.0
1960, 08, 29,    NaN,  0, 12.0
1960, 08, 30,    NaN,  0, 12.0
1960, 08, 31,    NaN,  0, 12.0
1960, 09, 01,    NaN,  0, 12.0
1960, 09, 02,    NaN,  0, 12.0
1960, 09, 03, 315.05, 10, 12.0
1960, 09, 04, 314.89, 17, 12.0
1960, 09, 05, 314.68, 10, 12.0
1960, 09, 06, 315.00,  6, 12.0
1960, 09, 07, 315.09,  8, 12.0
1960, 09, 08, 315.21,  5, 12.0
1960, 09, 09, 315.06,  7, 12.0
1960, 09, 10,    NaN,  0, 12.0
1960, 09, 11, 313.88, 11, 12.0
1960, 09, 12, 314.14, 18, 12.0
1960, 09, 13, 313.64, 10, 12.0
1960, 09, 14, 314.80, 12, 12.0
1960, 09, 15, 315.29,  9, 12.0
1960, 09, 16, 312.39,  7, 12.0
1960, 09, 17, 314.61,  6, 12.0
1960, 09, 18, 314.68,  9, 12.0
1960, 09, 19,    NaN,  0, 12.0
1960, 09, 20, 313.94, 14, 12.0
1960, 09, 21, 313.38, 15, 12.0
1960, 09, 22, 312.39, 11, 12.0
1960, 09, 23, 313.56, 15, 12.0
1960, 09, 24, 313.38, 19, 12.0
1960, 09, 25, 313.44,  2, 12.0
1960, 09, 26, 313.33, 15, 12.0
1960, 09, 27, 313.31,  3, 12.0
1960, 09, 28,    NaN,  0, 12.0
1960, 09, 29, 313.60, 10, 12.0
1960, 09, 30,    NaN,  0, 12.0
1960, 10, 01,    NaN,  0, 12.0
1960, 10, 02, 313.36, 10, 12.0
1960, 10, 03, 313.39,  8, 12.0
1960, 10, 04, 314.12,  3, 12.0
1960, 10, 05, 314.06,  9, 12.0
1960, 10, 06, 313.28,  4, 12.0
1960, 10, 07, 312.99, 19, 12.0
1960, 10, 08, 312.93, 23, 12.0
1960, 10, 09,    NaN,  0, 12.0
1960, 10, 10,    NaN,  0, 12.0
1960, 10, 11,    NaN,  0, 12.0
1960, 10, 12, 313.91,  5, 12.0
1960, 10, 13, 314.02,  7, 12.0
1960, 10, 14, 313.21,  3, 12.0
1960, 10, 15, 313.39,  7, 12.0
1960, 10, 16,    NaN,  0, 12.0
1960, 10, 17, 313.86,  7, 12.0
1960, 10, 18,    NaN,  0, 12.0
1960, 10, 19, 314.25,  8, 12.0
1960, 10, 20, 314.40,  7, 12.0
1960, 10, 21, 314.82,  6, 12.0
1960, 10, 22, 314.87,  8, 12.0
1960, 10, 23,    NaN,  0, 12.0
1960, 10, 24, 313.70,  2, 12.0
1960, 10, 25, 314.00, 19, 12.0
1960, 10, 26, 313.88,  5, 12.0
1960, 10, 27, 314.98,  1, 12.0
1960, 10, 28, 314.58, 14, 12.0
1960, 10, 29, 314.14,  4, 12.0
1960, 10, 30,    NaN,  0, 12.0
1960, 10, 31,    NaN,  0, 12.0
1960, 11, 01,    NaN,  0, 12.0
1960, 11, 02, 314.37,  5, 12.0
1960, 11, 03, 314.61, 23, 12.0
1960, 11, 04, 314.70, 13, 12.0
1960, 11, 05, 314.39, 13, 12.0
1960, 11, 06, 314.44, 20, 12.0
1960, 11, 07, 314.78,  8, 12.0
1960, 11, 08, 314.99, 12, 12.0
1960, 11, 09, 315.07, 22, 12.0
1960, 11, 10, 315.06,  4, 12.0
1960, 11, 11, 314.93, 13, 12.0
1960, 11, 12, 315.07, 16, 12.0
1960, 11, 13, 315.43, 11, 12.0
1960, 11, 14, 315.02, 24, 12.0
1960, 11, 15, 314.94, 23, 12.0
1960, 11, 16, 314.93, 22, 12.0
1960, 11, 17, 315.01, 22, 12.0
1960, 11, 18, 314.96, 23, 12.0
1960, 11, 19, 315.18, 10, 12.0
1960, 11, 20, 315.01,  9, 12.0
1960, 11, 21, 315.14, 20, 12.0
1960, 11, 22, 315.41, 17, 12.0
1960, 11, 23, 315.65, 10, 12.0
1960, 11, 24, 315.37, 19, 12.0
1960, 11, 25, 315.16, 24, 12.0
1960, 11, 26, 315.18, 11, 12.0
1960, 11, 27,    NaN,  0, 12.0
1960, 11, 28, 315.37, 18, 12.0
1960, 11, 29, 316.42,  7, 12.0
1960, 11, 30, 315.70, 24, 12.0
1960, 12, 01, 315.80,  1, 12.0
1960, 12, 02,    NaN,  0, 12.0
1960, 12, 03, 315.63,  4, 12.0
1960, 12, 04, 315.79, 20, 12.0
1960, 12, 05, 315.70, 24, 12.0
1960, 12, 06, 316.11, 12, 12.0
1960, 12, 07, 316.27,  8, 12.0
1960, 12, 08, 316.07, 16, 12.0
1960, 12, 09, 315.92, 24, 12.0
1960, 12, 10, 316.08, 22, 12.0
1960, 12, 11, 316.01, 12, 12.0
1960, 12, 12, 315.97, 18, 12.0
1960, 12, 13, 316.21,  2, 12.0
1960, 12, 14, 315.78,  8, 12.0
1960, 12, 15, 316.30, 20, 12.0
1960, 12, 16, 316.43, 22, 12.0
1960, 12, 17, 316.16, 10, 12.0
1960, 12, 18, 316.27,  5, 12.0
1960, 12, 19, 316.51, 13, 12.0
1960, 12, 20,    NaN,  0, 12.0
1960, 12, 21, 315.70,  6, 12.0
1960, 12, 22, 316.46,  3, 12.0
1960, 12, 23, 316.46,  9, 12.0
1960, 12, 24,    NaN,  0, 12.0
1960, 12, 25, 316.15,  7, 12.0
1960, 12, 26, 316.34,  8, 12.0
1960, 12, 27, 316.59, 21, 12.0
1960, 12, 28, 316.60, 15, 12.0
1960, 12, 29, 316.37, 21, 12.0
1960, 12, 30, 316.63, 13, 12.0
1960, 12, 31,    NaN,  0, 12.0
1961, 01, 01, 316.98, 21, 12.0
1961, 01, 02, 316.90, 20, 12.0
1961, 01, 03, 316.84, 24, 12.0
1961, 01, 04, 316.98, 12, 12.0
1961, 01, 05, 316.91,  3, 12.0
1961, 01, 06, 316.93, 12, 12.0
1961, 01, 07,    NaN,  0, 12.0
1961, 01, 08, 316.77, 11, 12.0
1961, 01, 09, 316.54,  9, 12.0
1961, 01, 10, 316.82,  7, 12.0
1961, 01, 11, 316.98, 21, 12.0
1961, 01, 12, 317.18, 19, 12.0
1961, 01, 13, 317.04, 16, 12.0
1961, 01, 14, 317.10,  9, 12.0
1961, 01, 15, 317.02, 12, 12.0
1961, 01, 16, 317.31, 23, 12.0
1961, 01, 17, 317.30, 24, 12.0
1961, 01, 18, 317.24, 24, 12.0
1961, 01, 19, 316.99, 19, 12.0
1961, 01, 20, 316.88, 24, 12.0
1961, 01, 21, 316.91, 23, 12.0
1961, 01, 22, 317.13, 18, 12.0
1961, 01, 23, 317.16, 21, 12.0
1961, 01, 24, 317.01, 19, 12.0
1961, 01, 25, 316.91, 24, 12.0
1961, 01, 26, 316.83, 21, 12.0
1961, 01, 27, 317.54, 20, 12.0
1961, 01, 28, 317.24, 20, 12.0
1961, 01, 29, 316.81, 24, 12.0
1961, 01, 30, 316.78, 24, 12.0
1961, 01, 31, 316.70, 13, 12.0
1961, 02, 01, 317.06, 17, 12.0
1961, 02, 02, 317.22, 11, 12.0
1961, 02, 03,    NaN,  0, 12.0
1961, 02, 04, 316.80, 14, 12.0
1961, 02, 05, 316.83,  6, 12.0
1961, 02, 06, 316.89, 24, 12.0
1961, 02, 07, 317.24, 12, 12.0
1961, 02, 08, 317.51,  6, 12.0
1961, 02, 09, 317.41, 24, 12.0
1961, 02, 10, 317.53, 14, 12.0
1961, 02, 11, 318.24,  8, 12.0
1961, 02, 12, 318.03,  8, 12.0
1961, 02, 13,    NaN,  0, 12.0
1961, 02, 14,    NaN,  0, 12.0
1961, 02, 15,    NaN,  0, 12.0
1961, 02, 16, 317.45, 12, 12.0
1961, 02, 17, 317.79, 23, 12.0
1961, 02, 18, 317.91, 17, 12.0
1961, 02, 19, 318.03, 20, 12.0
1961, 02, 20, 317.99, 24, 12.0
1961, 02, 21, 318.10, 23, 12.0
1961, 02, 22, 317.78, 11, 12.0
1961, 02, 23, 317.96, 12, 12.0
1961, 02, 24, 318.33, 24, 12.0
1961, 02, 25, 318.15, 22, 12.0
1961, 02, 26, 318.10, 10, 12.0
1961, 02, 27,    NaN,  0, 12.0
1961, 02, 28, 317.99, 19, 12.0
1961, 03, 01, 317.81, 18, 12.0
1961, 03, 02, 318.05, 24, 12.0
1961, 03, 03, 318.10, 13, 12.0
1961, 03, 04, 318.21,  8, 12.0
1961, 03, 05,    NaN,  0, 12.0
1961, 03, 06, 317.70,  3, 12.0
1961, 03, 07, 317.99, 15, 12.0
1961, 03, 08, 317.93,  9, 12.0
1961, 03, 09,    NaN,  0, 12.0
1961, 03, 10, 318.24,  8, 12.0
1961, 03, 11,    NaN,  0, 12.0
1961, 03, 12, 318.31, 12, 12.0
1961, 03, 13,    NaN,  0, 12.0
1961, 03, 14,    NaN,  0, 12.0
1961, 03, 15,    NaN,  0, 12.0
1961, 03, 16, 318.84,  8, 12.0
1961, 03, 17, 319.43,  8, 12.0
1961, 03, 18,    NaN,  0, 12.0
1961, 03, 19, 318.39,  4, 12.0
1961, 03, 20, 318.13, 19, 12.0
1961, 03, 21, 318.99, 24, 12.0
1961, 03, 22, 318.81, 18, 12.0
1961, 03, 23, 319.16, 14, 12.0
1961, 03, 24, 317.85, 10, 12.0
1961, 03, 25, 318.09,  9, 12.0
1961, 03, 26,    NaN,  0, 12.0
1961, 03, 27, 319.16, 23, 12.0
1961, 03, 28, 319.08,  8, 12.0
1961, 03, 29, 319.09,  2, 12.0
1961, 03, 30, 319.21,  4, 12.0
1961, 03, 31, 318.97, 10, 12.0
1961, 04, 01, 319.05, 17, 12.0
1961, 04, 02, 319.53, 22, 12.0
1961, 04, 03, 319.92, 17, 12.0
1961, 04, 04, 320.13, 20, 12.0
1961, 04, 05, 319.85, 24, 12.0
1961, 04, 06, 319.56, 15, 12.0
1961, 04, 07, 319.25,  9, 12.0
1961, 04, 08,    NaN,  0, 12.0
1961, 04, 09, 319.41,  8, 12.0
1961, 04, 10,    NaN,  0, 12.0
1961, 04, 11, 318.84,  3, 12.0
1961, 04, 12, 318.71, 14, 12.0
1961, 04, 13, 318.79,  8, 12.0
1961, 04, 14,    NaN,  0, 12.0
1961, 04, 15,    NaN,  0, 12.0
1961, 04, 16, 318.60,  5, 12.0
